dish_id,total_calories,total_fat,total_carb,total_protein
dish_1558719994,610.3785,26.728693,12.516281,27.743744
dish_1558720097,120.49079,6.6114984,11.811284,16.204165
dish_1558720133,17.508322,1.428605,-0.062891185,1.587018
dish_1558720236,830.846,61.721283,56.599968,23.001362
dish_1558722125,584.865,35.60104,27.050772,27.199038
dish_1558722171,23.48005,1.966093,0.57013494,2.6697435
dish_1558722207,37.15886,2.3931913,8.871938,1.6451626
dish_1558722247,704.2831,59.90197,30.750568,6.712468
dish_1559157454,15.450771,1.1471003,2.8748567,-0.21072203
dish_1559157777,19.27431,0.75856584,3.377218,-0.1449433
dish_1559157919,34.891033,2.5778294,6.196224,-0.39721972
dish_1559233445,0.32795942,0.3241106,0.36613345,-0.10566735
dish_1559233570,35.280354,2.2761202,8.537038,1.5413356
dish_1559233627,52.414932,5.1045065,5.3198853,2.8389266
dish_1559233715,113.98601,11.1454525,12.412174,3.3081255
dish_1559233756,170.4571,10.017731,17.791273,5.776574
dish_1559238993,74.86008,4.7083282,17.79494,3.373477
dish_1559239151,50.48476,6.8715744,5.817337,2.1625624
dish_1559239256,30.683516,1.9903201,7.4028463,1.3398914
dish_1559239369,245.4266,15.069651,29.28323,14.5958395
dish_1559578551,151.48868,10.478103,2.411506,10.260277
dish_1559578579,93.76671,6.1567497,11.780525,5.174897
dish_1559578599,263.9119,14.08473,10.983107,17.551905
dish_1559841950,12.254374,1.1312779,0.6202615,1.509759
dish_1559841979,33.316616,1.8716954,5.3887053,1.4896472
dish_1559842047,116.39282,8.06049,15.756123,6.2217884
dish_1559844272,329.3363,39.02073,31.038727,7.9326544
dish_1559844323,502.04355,24.020802,7.2874045,27.122818
dish_1559844366,485.84988,17.585443,4.539074,27.753464
dish_1559844458,63.02761,5.3288345,10.678334,3.5784354
dish_1559844490,102.929276,8.601042,18.45375,4.6149387
dish_1559846688,186.59918,9.825096,9.184884,15.943465
dish_1559849020,41.171864,2.6458874,9.863159,1.82549
dish_1559849053,110.17014,11.073702,20.450151,3.7902899
dish_1559849097,217.10033,17.688314,14.739548,18.765907
dish_1559849412,348.43658,17.970049,10.566226,11.41141
dish_1559849466,396.07315,42.91216,23.582182,9.38436
dish_1559849497,436.92007,31.049446,22.257778,29.756287
dish_1559849537,567.68884,23.508684,27.519663,43.515675
dish_1559850283,222.23647,12.30461,3.5310137,6.062812
dish_1559850314,187.48578,17.083397,15.38321,1.6576595
dish_1559850338,291.31085,12.638427,5.5601406,3.3143597
dish_1559934477,139.2355,7.6498585,4.4620028,13.772072
dish_1560203400,336.47592,17.968287,32.430225,20.957829
dish_1560203424,356.8215,20.805582,33.83027,22.058125
dish_1560367904,154.05626,5.0770206,3.5826437,9.951795
dish_1560367926,392.60043,20.638483,40.283722,26.355972
dish_1560367952,108.05896,14.759943,11.85199,0.016457506
dish_1560367980,201.76347,30.569017,21.035038,3.5112839
dish_1560368019,757.2391,55.00689,54.98748,61.177956
dish_1560368395,70.75332,4.434183,16.83812,3.1846914
dish_1560368464,325.1514,15.589464,28.040627,21.085619
dish_1560368506,1558.2365,-104.564606,167.80672,-232.51924
dish_1560368570,364.64615,19.64142,29.677662,28.958096
dish_1560444869,17.119024,1.1568593,4.2738914,0.7053756
dish_1560444892,81.028694,8.445132,11.263374,3.8043275
dish_1560444914,128.14618,8.818239,22.729677,7.22945
dish_1560444931,142.60854,1.3305415,14.91674,10.218753
dish_1560444948,274.93942,12.161407,21.620209,22.804296
dish_1560444967,311.70023,16.438292,31.404264,31.940487
dish_1560444985,339.03445,12.72331,23.145716,41.689102
dish_1560445004,392.12848,40.9813,20.631964,22.582808
dish_1560456305,267.23572,1.0069102,5.924515,40.005524
dish_1560456326,299.75394,14.920519,10.956512,22.071198
dish_1560456348,340.97665,7.7487392,7.5302563,26.305204
dish_1560456370,188.48912,-8.504782,15.380363,14.076945
dish_1560526408,95.54454,6.799451,7.6143665,5.362888
dish_1560526447,107.909904,18.828844,11.823925,0.14567655
dish_1560526472,152.03746,17.265783,18.566683,5.3231425
dish_1560526490,103.165634,9.628885,22.248478,2.3006544
dish_1560526514,141.31726,21.280573,33.927624,4.087881
dish_1560526530,190.12305,23.776892,35.50482,7.447522
dish_1560526552,353.00443,26.106745,33.89727,8.986245
dish_1560800918,44.516838,7.097372,6.8017845,-0.68350226
dish_1560800951,1599.3516,27.294142,314.25034,4.0287695
dish_1560800988,267.09802,19.976618,35.94439,20.613907
dish_1560801020,313.8073,5.039522,40.190475,12.638543
dish_1560801041,346.35797,6.729334,44.33471,13.658532
dish_1560801773,2.8678849,-0.3908797,4.9710093,0.7986261
dish_1560801797,50.138283,3.9148743,4.9610963,2.9499109
dish_1560801829,272.6337,12.0281315,27.178818,18.134995
dish_1560801859,478.31366,20.213785,19.535904,31.698448
dish_1560801883,545.1803,11.0527935,38.54451,35.915226
dish_1560975491,193.5405,9.322134,18.899645,21.847733
dish_1560975517,320.53632,19.68884,20.343966,26.842655
dish_1560975572,411.6636,32.99488,27.69154,27.6691
dish_1560975601,725.9216,67.48407,43.01117,77.37635
dish_1560975628,719.9761,41.373665,31.389622,48.053547
dish_1561147944,117.64683,9.553823,9.583762,7.133576
dish_1561147967,157.74886,5.218405,22.628445,11.002307
dish_1561147997,255.95549,8.2922535,25.558228,19.06923
dish_1561148021,444.74728,8.044607,32.72462,32.077988
dish_1561148042,408.8831,35.578392,50.82553,32.098244
dish_1561393715,20.588322,1.8685759,0.86109334,2.5614672
dish_1561393741,148.83232,11.579369,4.4672985,12.525098
dish_1561393764,385.7265,60.97468,34.550247,47.567184
dish_1561405332,18.919249,1.7478961,0.9141472,2.2697449
dish_1561405356,196.12753,2.6044178,7.822158,15.368134
dish_1561405389,181.57109,3.7130318,11.007082,13.863272
dish_1561405411,241.36363,18.455462,30.591919,16.283382
dish_1561574368,65.56242,5.980315,4.104706,2.8646538
dish_1561574394,32.221733,-1.1417829,3.4578702,0.82141966
dish_1561574428,120.90197,8.935073,8.82766,6.9556084
dish_1561574456,249.81276,15.27429,32.647926,20.492966
dish_1561574479,294.10645,11.957716,34.32592,20.924831
dish_1561574783,20.640278,1.1242579,3.7724855,-0.23901182
dish_1561574815,47.959484,7.021284,6.691454,-0.66549546
dish_1561574848,195.94846,17.397299,11.979177,4.275413
dish_1561577848,302.65805,8.498453,7.489813,39.323864
dish_1561577947,368.72626,8.733995,21.90274,35.260498
dish_1561578775,309.96667,15.445047,31.175823,19.614876
dish_1561578800,305.916,10.892992,34.40345,20.522846
dish_1561578839,375.68665,22.184141,25.540176,28.58765
dish_1561578865,447.90924,23.984777,29.88132,31.843542
dish_1561654326,75.08798,8.478225,8.295531,3.551852
dish_1561654346,118.21299,6.25193,12.030204,7.377554
dish_1561654374,357.81577,4.1737947,5.1239905,30.147127
dish_1561654392,589.93854,27.688303,32.44092,44.245823
dish_1561661324,19.519491,2.6095982,4.4572897,-0.7061339
dish_1561661347,80.0198,14.890764,9.462399,-0.9016295
dish_1561661377,305.90167,15.867144,28.951801,23.889677
dish_1561662160,190.72473,15.864889,11.075735,12.514848
dish_1561662190,203.52689,21.35032,16.295849,5.1175756
dish_1561662216,396.33755,27.462564,26.450008,29.569717
dish_1561662814,36.755047,3.8071394,2.1678808,1.1966047
dish_1561662842,129.62202,-5.722578,13.230467,11.499053
dish_1561662869,164.66684,0.8314914,18.110334,17.487518
dish_1561662926,302.2462,21.152948,20.34689,19.819199
dish_1561663541,111.03525,11.006868,23.984829,2.2946234
dish_1561663580,219.54503,19.884485,44.0549,4.9482126
dish_1561663606,216.62949,15.356569,29.52155,6.2757196
dish_1561667207,459.07153,43.86563,32.36523,38.028084
dish_1561667238,364.82062,5.5584087,14.365919,34.846123
dish_1561739160,43.074905,2.7562943,10.307482,1.9121094
dish_1561739188,112.6213,19.084265,19.466274,-1.1221132
dish_1561739212,94.96192,17.106577,17.764542,-2.3845444
dish_1561739238,172.42528,12.062258,24.578384,7.7974024
dish_1561739265,208.72316,20.70154,24.911085,9.604137
dish_1561741063,112.537224,1.0344847,12.656717,7.7301445
dish_1561741090,68.30682,4.600275,9.0883465,2.498438
dish_1562008936,26.611542,1.0541095,4.6584015,-0.2134543
dish_1562008979,318.6852,16.26188,30.59982,29.275585
dish_1562009006,465.44565,22.146639,44.73796,53.09478
dish_1562009810,131.55002,13.024691,28.377106,2.7268457
dish_1562009894,274.75986,21.496958,24.981976,5.3022203
dish_1562009934,360.08148,0.76255983,30.16109,24.102509
dish_1562085672,266.81314,17.598528,36.13463,22.622272
dish_1562099053,83.971695,4.579138,8.224373,5.1612883
dish_1562099076,77.72167,6.3275967,8.94259,4.1726327
dish_1562099134,194.09485,-1.265566,16.65337,13.786246
dish_1562099157,236.68166,-3.4697132,18.338476,18.818684
dish_1562168648,54.68513,5.4779644,4.9856997,2.7641444
dish_1562168673,143.47972,2.3964243,12.45543,18.51259
dish_1562168696,212.76343,15.3567295,26.121952,12.000798
dish_1562168800,241.2391,18.52498,34.104683,14.9653845
dish_1562172561,161.03885,26.225702,37.15273,8.633252
dish_1562172600,244.46959,6.9856205,35.99198,13.037759
dish_1562172643,986.8482,53.864887,53.674225,98.76558
dish_1562617703,33.662224,1.6732172,2.0296001,2.1833098
dish_1562617939,246.6152,10.159447,14.183861,19.235052
dish_1562618000,648.0545,42.096046,45.435287,44.125225
dish_1562690886,14.365744,1.344921,0.65206224,1.7562504
dish_1562690917,116.343414,7.9761543,15.379484,6.2427053
dish_1562690950,203.7124,16.185408,25.243296,11.039988
dish_1562691000,373.2908,22.58518,33.461414,38.889248
dish_1562691032,435.75156,22.032625,35.35406,42.047306
dish_1562691064,583.7119,45.602615,20.559883,44.754383
dish_1562700496,33.804398,-22.117815,15.209789,14.760625
dish_1562700568,287.22556,13.662058,31.75579,12.119058
dish_1562700593,497.4683,25.413202,34.79426,43.764187
dish_1562703345,138.28662,-1.3244497,4.288109,10.291707
dish_1562703382,259.10263,8.746563,17.76374,25.24174
dish_1562703408,517.3849,24.17489,26.379427,35.62778
dish_1562703447,61.256935,9.755083,9.216549,-1.5181265
dish_1562774099,23.957237,1.2792605,4.5049706,-0.33408648
dish_1562774129,61.958523,11.30611,8.7174,-0.5631886
dish_1562774159,96.59823,6.664709,17.745567,5.0698724
dish_1562774180,172.83115,8.443296,28.001476,10.175604
dish_1562774206,213.95723,5.365092,16.611204,17.415808
dish_1562776428,23.263527,2.2705135,0.12451631,3.1877756
dish_1562776465,112.98329,19.061956,16.023838,2.4434376
dish_1562776497,255.74738,-2.1706238,12.19687,30.980898
dish_1562786103,322.32202,36.525253,16.54417,85.25796
dish_1562788506,56.472424,-12.352072,12.172447,10.205211
dish_1562788536,436.8898,29.290678,29.595055,35.4852
dish_1562788568,498.79605,34.1127,34.576927,43.063236
dish_1562788601,523.1167,23.579977,20.793928,41.364967
dish_1562790775,33.831493,2.2801228,5.7098007,-0.21512133
dish_1562790824,206.74515,31.04677,17.611832,2.1331425
dish_1562790855,412.33014,20.425081,30.998009,32.21446
dish_1562876494,55.140118,0.86610216,6.581024,2.891446
dish_1562876531,162.03021,6.2710695,8.330244,16.314651
dish_1562963246,318.10947,16.937136,30.617302,19.822289
dish_1562963289,279.5446,13.847506,34.14941,17.181637
dish_1562963325,407.2972,19.488039,38.700447,26.700142
dish_1563208412,91.614204,3.72148,5.946152,7.137423
dish_1563208439,180.31023,11.566961,17.390898,13.96312
dish_1563208459,180.9861,15.861734,21.88843,19.631674
dish_1563218408,200.7007,4.469328,13.5666485,13.040386
dish_1563220987,236.9397,12.813009,8.951505,14.749446
dish_1563221025,245.42554,11.426054,7.7407074,17.526333
dish_1563221054,333.66083,25.695581,17.180645,22.272064
dish_1563221086,379.92136,-7.570509,5.178739,34.41702
dish_1563221157,441.24603,-8.432919,5.7215004,39.7609
dish_1563294987,114.84314,6.59845,2.5647597,8.582615
dish_1563295016,129.9705,10.722141,9.233985,8.662968
dish_1563295044,172.1719,7.623234,18.410856,6.984664
dish_1563305513,755.70026,40.155075,72.58653,47.193108
dish_1563389548,395.34344,14.442966,29.410563,22.720266
dish_1563389600,224.77602,23.291906,17.463377,4.361726
dish_1563389626,527.8762,0.582735,20.394958,48.164318
dish_1563478751,426.8164,23.572165,50.494244,23.489336
dish_1563551105,222.27527,8.760521,10.228538,20.335451
dish_1563551134,256.48328,2.2091045,14.410059,19.890175
dish_1563551164,250.07399,14.150526,24.423077,22.64702
dish_1563551194,727.7827,49.867992,38.733547,46.094788
dish_1563551220,594.9749,53.584717,47.58994,44.051872
dish_1563565289,241.1727,15.507883,32.455006,20.34427
dish_1563565323,126.169556,-1.3512536,9.88229,12.736209
dish_1563565354,201.25793,2.360693,12.455528,16.018126
dish_1563565415,422.12622,28.295492,20.24884,31.488083
dish_1563565454,246.66957,5.1768303,18.881739,17.620539
dish_1563565508,255.54352,8.496977,22.440094,20.462252
dish_1563566909,319.34988,24.005896,11.45599,26.587648
dish_1563566939,231.08571,7.851637,26.893494,13.031707
dish_1563566965,383.8077,30.89689,29.652328,24.293293
dish_1563897047,87.50811,7.6326694,17.485252,2.7476397
dish_1563897087,154.2044,-3.7105522,10.432228,11.673548
dish_1563897938,45.23184,1.0481747,1.0831842,3.418946
dish_1563897981,465.04865,26.602816,32.627686,28.835049
dish_1563898019,413.89545,28.830976,20.117517,33.68712
dish_1563898084,270.8586,18.10082,18.206154,27.933207
dish_1563898107,345.1629,27.992495,21.236717,26.443787
dish_1563909469,41.489582,7.644518,1.9509394,0.017476507
dish_1563909507,51.673134,7.656439,7.515648,-0.8856831
dish_1563909550,316.60562,21.040728,31.893524,6.7601404
dish_1563909580,386.53732,9.391985,56.06211,20.370346
dish_1563984140,515.9985,55.198555,70.31204,15.935803
dish_1563984167,541.32056,21.607805,28.751606,30.759668
dish_1563984199,586.8995,27.495974,49.314457,44.125423
dish_1563984242,411.4098,28.231844,54.786415,32.395874
dish_1563984296,808.4056,32.142273,70.810356,73.6809
dish_1563996441,34.24559,2.697176,6.3691406,-0.5148135
dish_1563996464,203.50351,19.766474,22.14558,10.993262
dish_1563996485,209.64253,22.91237,31.4623,8.128062
dish_1563996509,283.39914,11.175158,28.498154,18.569216
dish_1563998210,74.49505,3.8765202,11.589493,2.5325327
dish_1563998244,128.3835,-21.593546,23.839447,20.896442
dish_1563998279,843.19196,35.666504,48.855503,50.503468
dish_1563998323,1533.9789,142.86377,93.02538,49.80912
dish_1563998513,2883.4468,-247.82062,290.42322,-621.33154
dish_1564160043,314.03806,16.766977,30.283669,19.557564
dish_1564427406,289.0328,13.092394,13.87211,31.318651
dish_1564427430,361.3176,13.003075,6.7449074,28.567879
dish_1564427455,362.67667,19.874758,2.8061593,29.646017
dish_1564428102,68.75973,7.8663692,6.272028,2.3055964
dish_1564428144,150.33162,13.491743,8.923262,6.488058
dish_1564428181,377.94644,19.820482,35.08007,32.315617
dish_1564588820,-16.86895,19.344995,21.927532,-16.316936
dish_1564588859,100.960236,7.2374744,5.9260025,0.35004705
dish_1564588889,294.01126,12.892023,29.954205,20.337858
dish_1564588919,704.4755,6.764292,32.571743,45.354515
dish_1564675380,194.57248,5.6625404,11.020191,15.646756
dish_1564675411,453.06952,10.9128895,25.158974,44.277958
dish_1564686966,111.39333,5.7722034,2.6825922,8.29383
dish_1564687013,319.78293,22.431658,23.375202,30.533155
dish_1564687046,333.0563,16.508211,29.127056,34.175953
dish_1564687090,518.7241,25.014063,44.973045,58.255863
dish_1564689078,49.774788,5.6832657,5.812813,2.6511815
dish_1564689108,73.35224,10.0815525,6.032278,0.9643964
dish_1564689138,170.63101,17.755867,18.2434,8.593652
dish_1564689168,299.25397,9.437372,29.179558,19.76491
dish_1564689219,341.93427,10.721952,23.921268,23.038185
dish_1564773826,83.89385,6.8194256,8.757072,4.6748843
dish_1564773847,97.02546,3.5378704,9.290481,6.2141957
dish_1564773876,83.40338,6.533415,9.451155,4.0499907
dish_1564773903,214.58707,7.9874735,13.407346,14.876254
dish_1564773942,320.3595,31.018518,6.3761272,28.6142
dish_1564773976,486.20572,27.981312,24.55254,23.523642
dish_1565020755,79.44419,7.1665173,7.946748,5.003572
dish_1565020796,249.52583,5.2091465,14.60598,28.746094
dish_1565020822,307.3688,30.25622,22.871923,17.052437
dish_1565020867,284.05887,22.28473,29.07911,16.854612
dish_1565020895,395.9919,12.743002,36.253086,29.281235
dish_1565020926,401.0359,20.11844,50.798187,27.722078
dish_1565030350,33.27551,1.4290026,5.836441,-0.284051
dish_1565030391,345.07812,21.159967,29.169899,24.872774
dish_1565034605,54.837605,2.2241194,4.437523,3.8030262
dish_1565034635,97.22025,10.700415,10.734871,5.208968
dish_1565034661,120.21206,6.6789627,11.297947,8.827276
dish_1565034681,207.65996,5.090925,16.00763,13.874146
dish_1565035715,45.499218,5.789053,5.8812838,3.833298
dish_1565035746,141.79533,17.946657,2.0216475,-3.0483212
dish_1565035774,218.2331,10.806965,9.294627,15.900017
dish_1565035802,259.12292,25.684666,26.900526,10.591199
dish_1565035830,377.4738,31.16944,14.789362,27.131641
dish_1565035858,612.36035,26.189028,20.261356,81.79472
dish_1565117429,476.28564,22.063051,46.906944,30.659767
dish_1565117463,471.47287,22.936922,51.42843,29.582947
dish_1565118700,29.853067,1.6801094,2.257129,1.8442544
dish_1565118729,745.80475,9.483828,63.225376,-114.12797
dish_1565118782,267.42862,26.692835,25.658241,10.034032
dish_1565123783,125.42146,7.256319,11.976574,7.635577
dish_1565123816,196.72043,6.6092854,13.586115,12.723724
dish_1565123845,237.33733,14.707895,32.682438,18.713604
dish_1565123881,694.76117,46.02675,43.56626,61.35331
dish_1565638478,34.131374,4.0017796,1.2691743,3.65479
dish_1565638515,290.8585,7.702923,12.678505,23.973398
dish_1565638550,508.01126,32.501717,25.227615,37.684616
dish_1565638599,384.7444,17.62037,41.76424,26.471172
dish_1565711453,141.11682,8.026984,6.1505003,14.586155
dish_1565711498,201.99243,9.817823,8.571575,21.849594
dish_1565711527,329.20752,17.567326,24.191605,29.60481
dish_1565711570,518.32,40.691143,24.834269,32.176624
dish_1565810969,180.21825,14.29538,18.393826,10.455588
dish_1565811000,617.89526,-2.524641,35.420425,37.190044
dish_1565811025,307.87195,27.222063,2.525068,27.162336
dish_1565811061,207.39769,12.573111,31.329575,11.360885
dish_1565811091,258.2483,24.85805,33.513527,27.060188
dish_1565811139,469.17487,23.170504,38.28576,31.432447
dish_1565894858,185.28163,-13.349596,21.331055,-29.540577
dish_1565894889,446.00284,26.247683,19.828686,22.508133
dish_1565894910,545.3912,29.827913,46.76368,34.47364
dish_1565896662,126.3059,8.939952,8.900208,8.49723
dish_1565896701,401.3377,25.357092,18.404322,33.101513
dish_1565896745,225.99176,26.65722,21.855774,5.506364
dish_1565898128,111.477516,10.868044,23.508968,2.5431528
dish_1565898158,185.89378,8.049372,22.267212,5.2045336
dish_1565898193,210.4229,14.045946,16.572037,8.873269
dish_1565898230,536.52704,31.862535,35.13916,41.692028
dish_1565898331,104.484924,4.624325,14.596405,7.3840103
dish_1565898361,312.26065,16.25469,28.193161,24.64379
dish_1565898402,373.33923,19.078554,31.08648,32.464115
dish_1565898432,363.37476,34.66857,29.661629,17.47209
dish_1565974375,379.68402,20.9097,35.981216,25.239792
dish_1565974409,1142.4355,-3.9654827,90.90513,-156.71994
dish_1565986702,303.46182,20.315897,22.296558,28.539581
dish_1565986733,337.24002,17.961126,26.188301,25.467577
dish_1566316681,204.95636,13.880113,12.453251,7.7843714
dish_1566316726,656.47925,-56.912903,69.24261,-92.28124
dish_1566316757,489.8533,22.621355,61.359764,29.483128
dish_1566328724,254.50491,-79.22266,66.55208,81.516495
dish_1566328745,312.16568,-3.9703846,28.575563,-39.103493
dish_1566328776,874.8794,46.18347,96.7957,55.011528
dish_1566328805,870.15765,48.065826,97.739105,53.424477
dish_1566328831,772.144,30.329287,60.456482,45.000336
dish_1566414225,172.57947,2.1635036,5.5691576,14.34459
dish_1566414291,275.486,15.842222,25.026245,21.450783
dish_1566414342,691.39545,49.4646,40.171448,58.680683
dish_1566414412,268.1244,-9.657827,14.8322525,20.020638
dish_1566416701,204.99948,8.683056,10.700378,20.467644
dish_1566501575,211.25523,0.9321231,21.200165,15.837643
dish_1566501594,372.56995,23.061876,21.318176,31.449352
dish_1566502437,85.25354,10.420645,8.087509,3.0610142
dish_1566502472,104.40045,19.309546,24.171066,1.3740916
dish_1566502505,534.3693,32.30222,17.485334,44.98385
dish_1566502537,475.18887,36.133293,28.53136,26.48829
dish_1566502573,849.1883,60.92581,54.4795,65.6178
dish_1566587102,135.43277,4.582884,3.4199283,15.590069
dish_1566587143,254.22414,15.445982,13.67112,21.817694
dish_1566587182,430.57022,24.791712,17.451841,28.820768
dish_1566589933,218.36292,11.389696,4.596159,22.818804
dish_1566589967,475.1767,32.657875,13.410028,41.683155
dish_1566590007,695.58075,7.9044056,33.77436,53.390846
dish_1566590056,496.45624,12.860682,30.19072,49.058025
dish_1566838286,148.44858,10.116552,20.022158,12.737651
dish_1566838317,211.48274,11.9587555,25.459702,13.180489
dish_1566838351,235.03311,15.639494,41.9877,13.271213
dish_1566838378,389.60205,28.400604,39.512966,24.877752
dish_1566838407,396.3734,41.985985,41.40099,22.556978
dish_1566849862,24.332033,1.5451187,2.854061,0.86448973
dish_1566849895,177.82423,7.2598553,18.72514,11.880926
dish_1566849923,130.66013,7.8436966,30.061012,7.2340317
dish_1566849955,128.88942,2.4313526,8.370883,10.159367
dish_1566849987,504.98764,36.742218,31.918392,42.033592
dish_1566850031,863.1797,46.47506,34.32793,80.15814
dish_1566850099,28.362823,6.859972,5.10207,-2.4810438
dish_1566850142,463.4929,35.43377,35.57639,31.339987
dish_1566851549,297.83792,15.680002,29.024971,18.61436
