dish_id,total_calories,total_fat,total_carb,total_protein
dish_1561577848,364.85663,12.3128605,12.355421,43.285255
dish_1561577947,342.56073,12.399775,27.583382,36.40473
dish_1561578775,302.18732,12.47407,28.330967,19.729382
dish_1561578800,306.507,10.6774845,33.246246,21.04182
dish_1561578839,352.8917,30.071665,46.306076,24.992195
dish_1561578865,361.14713,31.277052,34.24379,25.404688
dish_1561654326,38.060062,4.9971333,6.201851,-0.4119225
dish_1561654346,89.695015,9.203958,7.893284,4.461112
dish_1561654374,291.46262,10.017078,17.841208,22.945183
dish_1561654392,501.07437,33.933044,22.327377,27.35295
dish_1561661324,40.422043,5.728689,4.2457123,0.09884543
dish_1561661347,40.71532,3.0525532,7.4978104,-0.5810538
dish_1561661377,209.65071,21.867144,19.479176,6.7849874
dish_1561662160,100.27493,12.10499,8.162426,2.5974522
dish_1561662190,186.18303,23.908201,12.99139,3.3656702
dish_1561662216,430.07584,34.87049,18.944725,33.0391
dish_1561662814,25.829268,2.8108025,1.5643747,0.27430767
dish_1561662842,196.63148,4.320936,10.380351,19.347939
dish_1561662869,229.57024,5.540777,11.366432,22.716644
dish_1561662926,278.81216,16.424356,22.325508,21.323908
dish_1561663541,109.519424,10.840784,23.633125,2.2684946
dish_1561663580,348.79932,25.744692,22.901623,20.558464
dish_1561663606,312.22687,18.534838,24.119858,21.75663
dish_1561667207,185.0776,7.5406437,7.315296,19.294771
dish_1561667238,304.3438,7.8148937,3.7292764,31.423931
dish_1561739160,47.178658,3.0060387,11.29002,2.0982914
dish_1561739188,98.774414,8.348673,18.11984,6.8876486
dish_1561739212,243.43272,16.408339,33.160698,15.949029
dish_1561739238,283.14993,16.683062,43.395332,15.444869
dish_1561739265,295.80185,21.856825,43.044704,17.06111
dish_1561741063,114.05819,8.335333,23.32576,4.0419245
dish_1561741090,82.32281,4.7821007,18.767662,4.0603304
dish_1562008936,29.730946,1.1263522,5.1675987,-0.22301394
dish_1562008979,340.04785,20.4116,22.7137,24.98994
dish_1562009006,525.187,43.296303,25.5332,41.721497
dish_1562009810,144.2934,14.2317295,31.0769,3.0140772
dish_1562009894,275.70786,21.88991,25.08125,4.811187
dish_1562009934,384.9542,6.8890247,31.51604,35.706226
dish_1562085672,270.59225,17.84535,36.616226,22.93886
dish_1562099053,78.836624,2.9355755,6.9197855,5.1809015
dish_1562099076,76.855865,4.7615395,7.234679,5.103742
dish_1562099134,221.2034,9.925861,11.716684,18.348446
dish_1562099157,233.97192,6.988718,13.22731,21.18876
dish_1562168648,24.153809,1.092409,4.31987,-0.23316294
dish_1562168673,73.63079,10.640654,9.178211,0.3861968
dish_1562168696,144.38596,8.449358,20.20602,6.982378
dish_1562168800,186.54477,22.247019,37.464417,9.032571
dish_1562172561,298.83136,12.718256,15.76955,37.696674
dish_1562172600,293.10413,15.665987,25.345802,27.856342
dish_1562172643,804.1972,44.8786,28.29013,55.136444
dish_1562617703,67.90211,-2.3015347,2.898876,7.5429883
dish_1562617939,40.34182,3.111147,7.641739,-0.69519717
dish_1562618000,363.70554,15.021341,22.038803,29.463612
dish_1562690886,15.3231945,1.4240149,0.6779192,1.8806143
dish_1562690917,107.87066,7.3630714,15.027771,5.699708
dish_1562690950,196.5067,13.304094,23.694778,10.52362
dish_1562691000,401.1623,20.233892,36.856796,39.745308
dish_1562691032,410.62314,23.631975,49.86322,37.548676
dish_1562691064,373.31912,10.865175,51.66961,32.638943
dish_1562700496,22.65258,2.015007,0.8962286,2.857399
dish_1562700568,265.75693,11.821375,22.767754,17.227066
dish_1562700593,416.7906,15.953274,16.222086,33.05942
dish_1562703345,174.77934,7.339093,14.404722,6.7083406
dish_1562703382,205.06676,16.889097,13.966725,10.958593
dish_1562703408,334.0525,28.603796,22.384367,24.799028
dish_1562703447,74.23967,14.554819,10.855469,-2.1107254
dish_1562774099,26.364506,1.1561373,4.681759,-0.24877459
dish_1562774129,78.19764,10.37344,9.597626,0.6881594
dish_1562774159,127.84428,7.380831,18.784174,5.463351
dish_1562774180,150.28615,10.955267,17.801357,8.395315
dish_1562774206,248.63765,12.402201,23.946325,14.594013
dish_1562776428,19.728397,1.8004855,0.7855213,2.4354477
dish_1562776465,139.56255,10.77025,27.142582,5.596446
dish_1562776497,303.5063,7.925829,11.831324,28.699825
dish_1562786103,128.25096,-2.772335,5.523467,13.547338
dish_1562788506,63.56237,7.936861,15.298725,1.1980028
dish_1562788536,228.18277,14.001963,35.852024,8.200634
dish_1562788568,296.6016,17.694757,40.941864,10.275525
dish_1562788601,366.71515,16.859526,26.980824,26.788263
dish_1562790775,32.59937,1.4696368,5.7262497,-0.28518397
dish_1562790824,388.83112,31.44436,22.16183,25.574875
dish_1562790855,681.0631,54.46,27.201656,59.185368
dish_1562876494,117.53048,9.1336155,7.9666843,9.119391
dish_1562876531,54.42424,8.490726,4.9013424,0.33474916
dish_1562963246,346.25613,18.441385,33.378178,21.583565
dish_1562963289,320.0586,14.213083,39.752472,19.54218
dish_1562963325,478.05453,28.812319,48.64068,28.119122
dish_1563208412,88.336914,6.4995136,2.566017,5.952234
dish_1563208439,78.957634,5.168228,9.628926,4.300237
dish_1563208459,137.01593,7.133703,20.060658,11.083887
dish_1563218408,267.58945,10.319025,24.061798,17.581451
dish_1563220987,324.50662,20.961876,7.4883285,23.483635
dish_1563221025,357.76022,17.125002,6.9501324,26.892502
dish_1563221054,345.33557,27.55202,16.849613,23.5869
dish_1563221086,428.65402,-6.049505,7.15267,38.194942
dish_1563221157,462.0543,-2.065256,4.1301575,38.995018
dish_1563294987,128.42897,8.782796,1.8304198,8.727121
dish_1563295016,95.27641,4.726795,10.430107,5.8241
dish_1563295044,152.81981,-0.39942747,15.457661,15.830177
dish_1563305513,777.65137,41.147537,75.00781,48.642
dish_1563389548,301.36392,8.162443,7.4772778,39.35094
dish_1563389600,220.4419,16.930704,16.641638,29.804327
dish_1563389626,152.03589,8.334467,27.331436,10.433473
dish_1563478751,556.08,33.12155,39.796925,43.14249
dish_1563551105,223.21223,-5.275881,9.29746,24.582182
dish_1563551134,578.9778,39.580334,22.501339,40.720665
dish_1563551164,248.11798,-2.2367764,24.927834,18.734581
dish_1563551194,275.711,12.837336,29.725742,17.130337
dish_1563551220,394.84155,20.389727,47.614418,20.626038
dish_1563565289,48.644028,5.6500645,11.647671,0.7490739
dish_1563565323,146.73335,4.080721,13.5192795,14.849904
dish_1563565354,231.59692,8.234575,13.028959,24.01789
dish_1563565415,257.86346,10.090086,22.95157,22.548046
dish_1563565454,223.94156,7.1824627,20.948586,20.057281
dish_1563565508,235.93494,7.642824,20.131792,21.258472
dish_1563566909,304.0246,21.896414,28.993477,29.645555
dish_1563566939,279.5509,19.9037,23.641453,15.403401
dish_1563566965,325.09702,20.718863,21.451008,19.666803
dish_1563897047,100.06122,4.2019653,5.936147,11.234507
dish_1563897087,23.240559,0.52400583,-0.36111945,3.2504168
dish_1563897938,64.67232,4.47213,1.0031085,4.3503013
dish_1563897981,242.98425,19.976698,6.003977,16.33409
dish_1563898019,248.73495,9.788488,9.504114,25.020893
dish_1563898084,475.84848,30.104265,31.848711,39.923622
dish_1563898107,486.3126,38.504566,33.82696,36.759968
dish_1563909469,26.59742,1.3601092,4.7275696,-0.26038462
dish_1563909507,164.78209,21.801897,20.726593,5.8181763
dish_1563909550,312.5987,24.263796,32.332687,10.211167
dish_1563909580,560.83545,19.496859,57.02295,35.756413
dish_1563984140,351.72675,14.96792,18.543503,44.392277
dish_1563984167,355.50888,1.6528491,27.437294,53.785767
dish_1563984199,422.98343,18.749949,38.19157,45.08372
dish_1563984242,407.42075,24.657846,60.953644,35.12152
dish_1563984296,493.23978,-24.90949,70.53026,47.318718
dish_1563996441,34.105648,1.5972155,6.0199585,-0.315404
dish_1563996464,132.48804,6.5386753,12.507395,9.388086
dish_1563996485,132.86472,25.549994,30.585136,1.2787914
dish_1563996509,301.8713,5.998598,22.79824,26.313473
dish_1563998210,117.8029,3.9069824,3.237644,14.915334
dish_1563998244,237.30582,12.997503,16.476807,18.673086
dish_1563998279,446.5495,12.781174,14.635825,31.306248
dish_1563998323,730.2798,9.802656,13.087479,26.278889
dish_1563998513,728.2635,16.258326,21.050024,30.892788
dish_1564160043,281.9191,16.291529,26.657562,17.298283
dish_1564427406,287.17612,7.292574,7.1976357,37.867413
dish_1564427430,195.10892,6.005892,7.8371773,26.970285
dish_1564427455,252.18669,12.16865,10.885502,28.245434
dish_1564428102,32.652435,1.5630206,5.772339,-0.30493075
dish_1564428144,141.76624,12.445047,7.8439674,5.7524233
dish_1564428181,367.09818,7.3431263,29.261433,34.42567
dish_1564588820,172.74373,-0.12342937,7.2649326,20.488247
dish_1564588859,320.01083,22.397234,19.418417,24.960304
dish_1564588889,263.2167,9.167952,23.849407,20.139074
dish_1564588919,298.437,12.790644,44.49563,19.058712
dish_1564675380,137.55812,8.350134,1.7346649,9.610753
dish_1564675411,236.58987,10.598303,13.029621,27.1347
dish_1564686966,119.400635,7.9689856,1.9531624,8.175779
dish_1564687013,332.39444,30.253695,16.427467,6.020501
dish_1564687046,526.1381,39.045345,20.157927,45.282463
dish_1564687090,665.86743,48.29496,25.086884,55.807304
dish_1564689078,21.35465,2.6862926,3.651407,-0.26067358
dish_1564689108,151.12453,19.47193,11.025269,7.19304
dish_1564689138,267.20016,29.312227,23.16227,13.704747
dish_1564689168,406.0842,38.14135,28.4533,27.2829
dish_1564689219,415.4636,30.267084,24.966507,28.405882
dish_1564773826,85.4966,3.787099,3.9627063,6.2313385
dish_1564773847,135.19806,4.930669,4.025559,15.828162
dish_1564773876,203.22517,18.76632,17.348232,10.294136
dish_1564773903,242.08255,26.082048,30.662863,14.14812
dish_1564773942,325.5755,4.55295,22.969875,28.008701
dish_1564773976,345.44995,13.731287,27.685863,25.792439
dish_1565020755,122.162415,8.364326,1.7601757,8.29537
dish_1565020796,240.75958,17.904932,6.577381,16.846588
dish_1565020822,285.1394,19.039919,25.201614,16.963408
dish_1565020867,378.25323,20.595055,22.502905,27.606123
dish_1565020895,516.48755,26.467474,25.694107,37.158867
dish_1565020926,545.32916,40.071926,51.110092,40.89319
dish_1565030350,34.79922,1.485155,6.085022,-0.2898112
dish_1565030391,293.72845,24.33298,21.304874,14.666364
dish_1565034605,16.833195,2.0030766,3.5711172,-0.50801855
dish_1565034635,34.239582,3.3358707,6.729847,-0.7777663
dish_1565034661,138.6328,3.9044437,20.61364,9.491574
dish_1565034681,304.62912,12.905474,38.13407,18.561783
dish_1565035715,73.9169,4.535674,5.0187683,5.5151596
dish_1565035746,119.06334,4.970525,1.2897227,8.371389
dish_1565035774,132.90701,8.1048765,1.9192562,8.97424
dish_1565035802,170.2829,5.7131724,-1.2421138,13.469771
dish_1565035830,422.69754,28.91582,8.525454,39.222027
dish_1565035858,448.2675,36.07301,38.765846,42.077316
dish_1565117429,506.77692,24.897913,41.578766,28.69902
dish_1565117463,499.82767,20.658129,55.113525,33.149513
dish_1565118700,11.353418,1.2871627,2.466872,-0.32469708
dish_1565118729,453.42377,27.773611,9.714169,33.20866
dish_1565118782,461.61893,39.874138,29.7798,30.36418
dish_1565123783,145.29483,7.818804,14.078791,8.998672
dish_1565123816,234.2462,11.331629,11.375761,19.428839
dish_1565123845,350.51346,12.551981,19.475029,25.773146
dish_1565123881,445.0261,30.941042,30.445717,34.59441
dish_1565638478,25.762169,3.4967594,1.9511354,1.7661467
dish_1565638515,341.8637,2.921832,9.654482,21.494364
dish_1565638550,346.02615,11.813202,14.699225,22.640396
dish_1565638599,410.54236,20.440958,43.609615,23.24016
dish_1565711453,145.33774,6.273287,7.7303314,18.20186
dish_1565711498,211.8911,5.451353,8.922351,23.526505
dish_1565711527,322.17514,1.8574694,19.412823,35.993362
dish_1565711570,415.08798,14.959665,24.35286,33.825817
dish_1565810969,65.1247,2.3473835,11.074524,-0.42078692
dish_1565811000,1013.504,63.444218,41.085243,93.281586
dish_1565811025,252.18108,18.440798,4.138378,15.153073
dish_1565811061,195.61952,5.8963985,27.531448,10.607909
dish_1565811091,320.41272,20.531435,28.350365,25.246708
dish_1565811139,417.28027,20.034334,24.769379,32.701202
dish_1565894858,126.61356,1.8802413,13.592614,-20.239407
dish_1565894889,237.17572,-7.770937,17.267561,-3.1881685
dish_1565894910,560.86206,28.459677,49.289936,30.382051
dish_1565896662,50.319138,1.6525801,2.3112943,2.1962018
dish_1565896701,297.153,19.201082,8.493816,20.6143
dish_1565896745,362.17505,31.832476,25.456211,23.058151
dish_1565898128,216.0416,8.18952,9.831566,16.6754
dish_1565898158,245.05193,11.270342,18.962845,18.645935
dish_1565898193,248.28734,27.687624,18.492771,7.0128736
dish_1565898230,677.54626,51.114517,29.273281,57.793922
dish_1565898331,76.30818,4.598795,5.963299,3.2212248
dish_1565898361,464.93707,31.112032,26.75393,20.219305
dish_1565898402,341.67505,16.182543,25.563541,20.811537
dish_1565898432,401.9884,35.392036,14.8363495,23.488243
dish_1565974375,385.10812,26.151823,5.2077026,26.333069
dish_1565974409,579.6659,39.90286,11.559358,39.901283
dish_1565986702,249.79813,13.127707,16.466324,20.180735
dish_1565986733,344.8544,16.90196,26.451778,26.41644
dish_1566316681,112.4034,4.3712835,9.254312,6.610986
dish_1566316726,411.15546,17.402575,25.154718,46.547188
dish_1566316757,602.1977,45.626846,58.753357,46.882084
dish_1566328724,372.94437,15.11265,7.240307,45.09302
dish_1566328745,440.13904,18.226954,13.655773,50.503014
dish_1566328776,1172.3464,16.78229,122.1832,31.116066
dish_1566328805,1262.717,40.464363,102.553986,52.223206
dish_1566328831,1254.5374,3.7508564,110.01469,14.341126
dish_1566414225,95.34326,6.4435043,12.6131,4.0773306
dish_1566414291,251.84274,8.684355,15.590012,12.820077
dish_1566414342,411.26212,20.091486,19.404015,34.086266
dish_1566414412,435.4291,21.036581,25.669128,36.48648
dish_1566416701,307.70593,12.671888,9.87747,27.580647
dish_1566501575,311.3504,11.062166,27.087364,25.416943
dish_1566501594,475.3451,32.07505,31.474392,33.744606
dish_1566502437,40.439316,2.667551,6.8096504,-0.25653368
dish_1566502472,106.13059,18.921232,23.152485,1.3308282
dish_1566502505,447.30408,31.575113,20.68544,33.222363
dish_1566502537,492.02625,30.596903,19.572388,37.79782
dish_1566502573,551.5132,42.38321,25.733215,42.633575
dish_1566587102,183.06186,13.110216,10.895613,15.588975
dish_1566587143,159.42703,7.3434086,16.940258,16.431074
dish_1566587182,232.03633,13.509485,8.705624,14.290492
dish_1566589933,275.78088,15.232008,6.2816505,28.898872
dish_1566589967,564.79926,-4.941065,25.072395,62.69207
dish_1566590007,854.1994,34.616028,75.63321,56.642807
dish_1566590056,616.6954,33.554268,48.871582,46.096786
dish_1566838286,82.68333,5.256687,19.910105,3.5954447
dish_1566838317,158.14285,9.793207,37.34959,7.2147245
dish_1566838351,191.26259,11.871889,45.11902,8.740243
dish_1566838378,340.3067,19.290194,41.648106,19.966557
dish_1566838407,346.78662,21.853205,47.66658,19.250853
dish_1566849862,81.30876,4.914628,7.1519814,5.6735573
dish_1566849895,113.060356,6.723757,21.096367,7.636533
dish_1566849923,100.984245,0.56382555,16.179893,8.348222
dish_1566849955,75.96362,-9.712639,7.416116,10.378597
dish_1566849987,530.72723,29.685698,14.126396,56.979134
dish_1566850031,847.20886,50.54302,35.044067,75.3176
dish_1566850099,78.636986,9.178228,7.219842,2.6413207
dish_1566850142,496.4092,30.073595,19.58281,43.938225
dish_1566851549,278.34818,8.950029,22.284761,18.69985
