dish_id,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces,other_food
dish_1558381206,10700,183,949,369,8726,11306,0,0,0,5787,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381665,0,17433,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381708,21449,337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381742,0,0,0,14893,237,916,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381819,0,0,0,10372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381840,0,0,345,0,0,5550,11491,0,0,0,0,58,0,67,0,0,0,0,0,0,0,0,0
dish_1558381860,0,0,0,13875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381943,80512,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558382263,40231,14307,5,18835,0,2758,25439,0,0,243,0,633,0,0,0,0,0,5,0,0,0,0,0
dish_1558457415,0,0,1,286,0,4499,0,0,0,0,0,0,0,9591,0,0,0,0,0,0,0,0,0
dish_1558457468,0,0,0,0,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558457530,0,17259,0,0,0,0,0,0,0,0,0,0,0,75,0,0,0,0,0,0,0,0,0
dish_1558457577,0,6863,45,0,0,0,0,0,15686,0,0,0,0,430,0,0,0,0,0,0,0,0,0
dish_1558457665,0,9151,99,0,7748,263,0,0,24402,0,0,0,0,13432,0,0,0,0,0,0,0,0,0
dish_1558458438,32459,0,286,0,45,0,0,0,0,0,0,0,0,0,0,0,43,0,0,0,0,0,0
dish_1558458496,0,0,0,0,13950,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558458541,0,0,0,0,0,0,0,0,0,17717,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558458584,25721,0,30,0,12502,0,0,0,0,16587,0,0,0,0,0,0,19,0,0,0,0,0,0
dish_1558458737,0,0,0,0,0,0,0,0,0,0,0,14862,0,0,0,0,0,0,0,0,0,0,0
dish_1558458847,0,0,0,0,10691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558458903,0,0,0,399,0,0,0,0,0,8025,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459020,0,0,0,8644,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459059,0,0,0,768,5527,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459115,0,68,614,16276,12797,24,0,0,0,4977,0,11833,0,0,0,0,0,0,0,0,0,0,0
dish_1558459276,0,0,0,0,0,0,0,0,0,0,0,25325,45,0,0,14,0,393,0,0,0,0,0
dish_1558459395,0,0,0,21,0,0,0,0,0,15203,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459462,0,0,0,1022,13066,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459528,0,0,0,10426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459602,26170,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459664,17117,435,0,24664,4692,0,0,0,0,13369,0,25360,0,0,0,0,0,0,0,0,0,0,0
dish_1558459945,0,0,0,0,10403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459994,0,0,0,120,5535,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460061,0,0,0,0,0,0,0,0,0,17471,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460138,0,0,0,8207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460205,19312,0,76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460908,22255,0,0,13105,11460,0,0,0,0,20452,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461431,14177,0,53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461607,0,0,0,0,19295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461692,0,0,0,0,0,0,0,0,0,14500,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461760,0,0,0,9154,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461792,13944,739,0,19627,13149,0,0,0,0,16249,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558462036,25665,0,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558462106,0,0,0,0,6087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558462228,0,158,0,0,0,0,0,0,0,0,0,5687,0,0,0,0,0,0,0,0,0,0,0
dish_1558462531,0,0,0,10510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
