dish_id,vegetables | leafy_greens,vegetables | stem_vegetables,vegetables | non-starchy_roots,vegetables | other,fruits,protein | meat,protein | poultry,protein | seafood,protein | eggs,protein | beans/nuts,starches/grains | baked_goods,starches/grains | rice/grains/cereals,starches/grains | noodles/pasta,starches/grains | starchy_vegetables,starches/grains | other,soups/stews,herbs/spices,dairy,snacks,sweets/desserts,beverages,fats/oils/sauces
dish_1558028690,0,0,0,0,13460,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558028772,0,0,0,0,41713,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558029148,0,0,0,0,22819,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558029230,0,0,576,0,0,0,0,0,0,0,0,0,0,21396,0,0,0,0,0,0,0,0
dish_1558029278,0,0,0,0,0,14485,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558029324,0,0,2612,0,18863,15226,0,0,0,0,0,0,0,17536,0,0,0,0,0,0,0,0
dish_1558029518,0,0,22665,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,0,0,0
dish_1558029686,0,0,0,0,0,17089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558029842,0,0,0,0,14020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558029923,0,0,31529,0,12023,8205,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558030182,0,0,219,0,2,0,0,0,0,0,0,0,0,16087,0,0,0,0,0,0,0,0
dish_1558030289,0,0,0,0,20039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558030383,0,0,0,0,0,20090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558030435,0,0,3959,0,19884,19653,0,0,0,0,0,0,0,12036,0,0,0,0,0,0,0,0
dish_1558030724,0,0,180,0,14520,499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558030832,0,0,17095,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0
dish_1558030910,0,0,0,0,0,13421,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558030971,0,0,24,221,9246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558031019,0,0,14629,0,25816,14117,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
dish_1558031133,0,0,22887,0,0,75,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0
dish_1558031237,0,0,0,0,19493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558031302,0,0,1073,0,0,0,0,0,0,0,0,0,0,14124,0,0,0,0,0,0,0,0
dish_1558031351,0,0,0,0,11294,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558031394,0,0,22858,0,31265,43,0,0,0,0,0,0,0,8444,0,0,0,0,0,0,0,0
dish_1558031526,0,0,12683,0,0,1699,0,0,0,0,0,0,0,26,0,0,0,0,0,0,0,0
dish_1558031566,0,0,0,0,0,16875,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558031628,0,0,0,0,19747,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558031675,0,0,14918,0,20280,16924,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558032156,0,0,13,0,0,16902,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558109864,0,0,0,0,0,0,0,0,0,17413,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558109907,0,0,0,3713,7514,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558109945,0,0,0,0,12255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558109986,0,0,12,47,0,18809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558110245,0,0,0,100,8809,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558110297,0,0,0,300,8484,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558110335,0,0,81,0,0,8406,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558110385,0,7422,0,0,0,0,0,0,1582,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558110436,0,0,11612,0,0,990,0,0,0,0,0,0,0,415,0,0,0,0,0,0,0,0
dish_1558110478,0,605,7675,3,9558,10061,0,0,12807,0,0,0,0,1621,0,0,0,0,0,0,0,0
dish_1558113154,0,0,0,277,9577,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558113204,0,0,0,0,0,0,0,0,0,13408,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558113255,0,0,0,0,17090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558113304,0,0,0,0,30883,0,0,0,0,10359,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558113430,33616,0,720,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558113477,0,0,0,0,0,0,0,0,0,16616,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558113941,31287,0,140,12,0,0,0,0,0,19359,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114086,0,0,0,0,10009,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114145,0,0,0,147,15283,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114209,0,0,0,0,16913,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114284,0,0,0,0,43628,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114441,0,0,0,0,0,18391,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114484,0,0,1,0,0,16405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114523,0,0,0,2,0,135,0,0,0,7365,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114569,0,64,0,1458,4671,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114609,0,7,505,9,6618,34929,0,0,0,4056,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114875,0,0,0,0,10457,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558114937,34884,0,501,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115011,0,0,0,0,0,175,0,0,0,8188,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115047,33480,0,851,0,11309,0,0,0,0,8443,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115169,0,0,0,0,0,18324,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115241,0,0,1020,0,0,0,0,0,0,0,0,0,0,19268,0,0,0,0,0,0,0,0
dish_1558115282,0,0,0,0,10373,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115320,0,0,0,0,0,0,0,0,0,11737,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115364,0,136,2057,255,11632,17529,0,0,0,3786,0,0,0,15721,0,0,0,0,0,0,0,0
dish_1558115448,0,0,0,0,16587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115512,0,0,0,0,0,23649,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115601,0,0,51,0,0,0,0,0,0,0,0,0,0,18685,0,0,0,0,0,0,0,0
dish_1558115641,0,0,4,0,21424,29905,0,0,0,0,0,0,0,16309,0,0,0,0,0,0,0,0
dish_1558115764,0,0,0,0,0,18771,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115825,0,0,0,0,11043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115867,0,0,0,0,0,316,0,0,0,9405,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115915,0,0,0,0,0,11879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558115960,0,0,402,0,0,81,0,0,0,0,0,0,0,9212,0,0,0,0,0,0,0,0
dish_1558116001,0,0,364,2033,10343,32008,0,0,0,3602,0,0,0,6925,0,0,0,0,0,0,0,0
dish_1558116090,0,0,363,0,14465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116146,0,0,0,0,17942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116201,0,0,0,0,0,20479,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116260,0,0,0,0,0,6,0,0,0,18525,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116298,0,169,469,543,39541,20434,0,0,0,9537,0,0,0,154,0,0,0,0,0,0,0,0
dish_1558116399,22549,0,166,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116436,0,0,0,0,0,9099,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116486,0,0,0,0,8670,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558116547,0,0,0,0,9993,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558122583,0,0,0,0,0,0,0,0,0,0,0,0,0,10709,0,0,0,0,0,0,0,0
dish_1558122740,18913,0,7398,182,25395,7319,0,0,0,0,0,0,0,3987,0,0,0,0,0,0,0,0
dish_1558372433,0,0,0,0,10891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558372525,0,0,3,0,0,0,0,0,0,15836,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558372650,0,39,0,1158,12290,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558372695,0,0,0,0,0,12559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558372771,0,0,0,0,27415,11675,0,0,0,11042,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558372948,0,0,0,39,0,143,0,0,0,21169,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373008,0,0,1,0,0,13991,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373074,0,0,0,0,11112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373159,0,0,0,88,12869,10819,0,0,0,31899,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373284,0,0,0,0,0,22361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373352,0,0,0,18,17289,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373405,0,0,0,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373449,0,0,0,0,0,0,0,0,0,20025,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373492,0,11,3,4140,23508,20607,0,0,0,17261,0,0,0,124,0,0,0,0,0,0,0,0
dish_1558373639,13398,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558373687,0,0,0,0,0,16330,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558375506,0,0,0,0,10257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
dish_1558375583,12087,8,358,0,12448,19084,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0
dish_1558375667,0,0,0,0,0,0,0,0,0,24620,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558375732,0,0,0,7433,3331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558375833,0,0,0,0,0,16353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558375886,0,0,0,4567,7428,22235,0,0,0,33081,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376212,0,0,0,0,0,0,0,0,0,18289,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376306,0,0,0,0,0,21213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376364,0,0,0,891,10614,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376437,0,0,571,0,7789,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376483,0,0,692,1166,19628,28225,0,0,0,17901,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376734,0,0,4,0,0,11769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376768,0,0,0,0,10431,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376801,5411,0,182,125,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376874,0,0,0,0,0,0,0,0,0,18828,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376938,0,0,0,323,12333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558376984,8744,258,568,3080,20245,12684,0,0,0,17914,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558377105,0,0,0,0,0,22662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558378516,0,0,0,0,20578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558378553,0,0,0,0,0,0,0,0,0,19821,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558378634,0,25,222,2063,19448,15843,0,0,0,16304,0,41,0,730,0,0,0,0,0,0,0,0
dish_1558379128,0,0,0,227,8126,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379182,0,0,0,0,0,0,0,0,0,20044,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379273,0,0,0,0,0,14222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379324,0,0,0,0,10972,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379391,0,21,1,1401,21117,12005,0,0,0,16695,0,0,0,53,0,0,0,0,0,0,0,0
dish_1558379588,0,0,0,0,10468,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379639,0,0,0,0,0,21627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379712,0,0,0,0,0,0,0,0,0,24871,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558379876,0,2,0,4,13631,25679,0,0,0,28198,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380014,0,0,0,0,20722,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380058,0,0,0,0,0,0,0,0,0,15571,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380152,0,0,0,0,10593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380181,0,0,0,0,35612,0,0,0,0,8889,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380414,0,0,0,0,9604,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380464,0,0,0,0,0,0,0,0,0,16265,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380527,0,0,0,0,0,20671,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380557,0,0,0,5458,6752,21925,0,0,0,16443,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558380804,10603,0,1415,191,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381032,0,0,0,0,0,0,0,0,0,8519,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381084,0,0,0,3409,4759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381143,0,0,0,0,0,11186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381206,11336,188,371,222,10203,11132,0,0,0,6873,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381665,0,17356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381708,21433,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381742,0,0,0,14733,521,350,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381819,0,0,0,10490,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381840,0,0,419,0,0,4522,12287,0,0,0,0,137,0,61,0,0,0,5,0,0,0,0
dish_1558381860,0,0,0,13839,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558381943,82098,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558382263,49170,9732,8,16348,0,337,27902,0,0,233,0,235,0,0,0,0,0,0,0,0,0,0
dish_1558457415,0,0,0,261,0,5685,0,0,0,0,0,0,0,8342,0,0,0,0,0,0,0,0
dish_1558457468,0,0,0,0,12465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558457530,0,17610,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558457577,0,6438,17,0,0,0,0,0,16258,0,0,0,0,251,0,0,0,0,0,0,0,0
dish_1558457665,0,5346,86,0,7979,487,0,0,30713,0,0,0,0,11171,0,0,0,0,0,0,0,0
dish_1558458438,32590,0,0,0,34,0,0,0,0,0,0,0,0,0,0,0,48,0,0,0,0,0
dish_1558458496,0,6,0,0,13685,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558458541,0,0,0,0,0,0,0,0,0,17872,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558458584,25976,0,0,0,11483,0,0,0,0,17150,0,0,0,0,0,0,33,0,0,0,0,0
dish_1558458737,0,0,0,0,0,0,0,0,0,0,0,14545,0,0,0,0,0,0,0,0,0,0
dish_1558458847,0,0,0,0,10659,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558458903,0,0,0,14,0,0,0,0,0,8481,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459020,0,0,0,8274,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459059,0,0,0,824,5361,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459115,0,48,1,14400,13722,82,0,0,0,6260,0,11945,0,0,0,0,0,0,0,0,0,0
dish_1558459276,0,0,0,0,0,0,0,0,0,0,0,23965,198,0,0,212,0,1160,0,0,0,0
dish_1558459395,0,0,0,0,0,0,0,0,0,15186,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459462,0,0,0,7077,6555,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459528,0,0,0,10186,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459602,25919,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459664,17058,510,0,18820,9884,6,0,0,0,13195,0,25332,0,0,0,0,0,0,0,0,0,0
dish_1558459945,0,0,0,0,10403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558459994,0,0,0,702,4909,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460061,0,0,0,0,0,0,0,0,0,17508,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460138,0,0,0,8069,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460205,18868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558460908,21092,0,0,12435,13404,0,0,0,0,20586,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461431,14089,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461607,0,0,0,0,19134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461692,0,0,0,0,0,0,0,0,0,14393,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461760,0,0,0,9129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558461792,13096,1445,0,13095,19999,0,0,0,0,15747,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558462036,25613,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558462106,0,0,0,0,6025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558462228,0,359,0,0,0,0,0,0,0,0,0,5507,0,0,0,0,0,0,0,0,0,0
dish_1558462531,0,0,0,10189,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558463113,28380,0,0,19297,0,0,1,0,0,0,0,8643,0,0,0,0,0,0,0,0,0,0
dish_1558463362,0,0,0,18336,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558463429,0,0,0,4446,4891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558463562,0,0,0,0,0,0,0,0,0,17844,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558463690,0,0,46,26331,4634,0,0,0,0,22545,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558468285,83834,0,334,182,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558468401,0,0,0,11770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558468435,0,27584,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
dish_1558468494,0,0,0,19505,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
